chemsys,mp_id,formula,mp_form_energy,mp_e_above_hull,mp_on_hull,VASP_form_energy,VASP_e_above_hull,VASP_on_hull,change
Fe-Mn-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.043118,0.000887,False,LOST
Fe-Mn-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.060883,0.000824,False,
Fe-Mn-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.061707,0.0,True,GAINED
Fe-Mn-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Fe-Mn-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Fe-Mn-Y,mp-1191484,Mn,0.806585,0.806585,False,0.82508,0.82508,False,
Fe-Mn-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.060179,0.005829,False,
Fe-Mn-Y,mp-1193646,Y6Mn14Fe9,0.069606,0.099407,False,0.042782,0.071508,False,
Fe-Mn-Y,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Fe-Mn-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.0079,0.019892,False,
Fe-Mn-Y,mp-1215943,YMnFe,0.050419,0.082146,False,0.059279,0.090133,False,
Fe-Mn-Y,mp-1216095,Y2Mn3Fe,0.108613,0.124984,False,0.119913,0.135339,False,
Fe-Mn-Y,mp-1221628,MnFe3,0.065649,0.065649,False,0.070052,0.070052,False,
Fe-Mn-Y,mp-1221635,MnFe4,0.035551,0.035551,False,0.040152,0.040152,False,
Fe-Mn-Y,mp-1221991,Mn7Fe3,0.087501,0.087501,False,0.065586,0.065586,False,
Fe-Mn-Y,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Fe-Mn-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-Mn-Y,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Fe-Mn-Y,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Fe-Mn-Y,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Fe-Mn-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.003735,0.021018,False,
Fe-Mn-Y,mp-1355,Y6Mn23,0.096445,0.097653,False,0.043379,0.043379,False,
Fe-Mn-Y,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Fe-Mn-Y,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Fe-Mn-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.060942,0.000765,False,LOST
Fe-Mn-Y,mp-22508,YMn12,-0.001407,0.0,True,0.016417,0.016417,False,LOST
Fe-Mn-Y,mp-2647025,Mn,0.052632,0.052632,False,0.074523,0.074523,False,
Fe-Mn-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.041713,0.012914,False,
Fe-Mn-Y,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Fe-Mn-Y,mp-542909,Mn,0.052947,0.052947,False,0.068178,0.068178,False,
Fe-Mn-Y,mp-558,YMn2,0.160752,0.161768,False,0.172836,0.172836,False,
Fe-Mn-Y,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-Mn-Y,mp-8634,Mn,0.083098,0.083098,False,0.094943,0.094943,False,
Fe-Mn-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Fe-Mn-Y,mp-982188,Y(Mn2Fe)4,0.086044,0.105242,False,0.010107,0.030417,False,
Fe-Mn-Y,mp-999542,MnFe3,0.051221,0.051221,False,0.05866,0.05866,False,
Fe-Mn-Y,mp-999545,Mn3Fe,0.118937,0.118937,False,0.034478,0.034478,False,
Fe-V-Y,mp-1079399,V3Fe,-0.171137,0.0,True,-0.172764,0.0,True,
Fe-V-Y,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Fe-V-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.066008,0.0,True,
Fe-V-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.003046,0.023356,False,
Fe-V-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.007568,0.020225,False,
Fe-V-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Fe-V-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.043118,0.000887,False,LOST
Fe-V-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.060883,0.000824,False,
Fe-V-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.061707,0.0,True,GAINED
Fe-V-Y,mp-1187697,V3Fe,-0.139896,0.031241,False,-0.146054,0.02671,False,
Fe-V-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Fe-V-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Fe-V-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.060179,0.005829,False,
Fe-V-Y,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Fe-V-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.0079,0.019892,False,
Fe-V-Y,mp-1215844,YVFe11,-0.056628,0.002489,False,-0.054087,0.006735,False,
Fe-V-Y,mp-1216170,Y(VFe5)2,-0.06966,0.028497,False,-0.069644,0.031691,False,
Fe-V-Y,mp-1216329,VFe4,-0.043636,0.059009,False,-0.043083,0.06225,False,
Fe-V-Y,mp-1216347,VFe,-0.103579,0.046142,False,-0.107432,0.044783,False,
Fe-V-Y,mp-1216352,VFe3,-0.055534,0.072773,False,-0.057611,0.074054,False,
Fe-V-Y,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Fe-V-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-V-Y,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Fe-V-Y,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Fe-V-Y,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Fe-V-Y,mp-1335,VFe,-0.127012,0.02271,False,-0.12819,0.024025,False,
Fe-V-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.003735,0.021018,False,
Fe-V-Y,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Fe-V-Y,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Fe-V-Y,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Fe-V-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.060942,0.000765,False,LOST
Fe-V-Y,mp-2647074,V,0.253785,0.253785,False,0.252177,0.252177,False,
Fe-V-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.041713,0.012914,False,
Fe-V-Y,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-V-Y,mp-8632,V,0.24714,0.24714,False,0.236842,0.236842,False,
Fe-V-Y,mp-866134,VFe3,-0.128307,0.0,True,-0.131666,0.0,True,
Fe-V-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
