chemsys,mp_id,formula,mp_form_energy,mp_e_above_hull,mp_on_hull,MatterSim_form_energy,MatterSim_e_above_hull,MatterSim_on_hull,change
Co-Gd,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Gd,mp-542633,GdCo2,1.53201,1.630257,False,1.577555,1.77386,False,
Co-Gd,mp-570087,Gd,0.020306,0.020306,False,8e-06,8e-06,True,GAINED
Co-Gd,mp-614502,Gd,0.048381,0.048381,False,1.5e-05,1.5e-05,True,GAINED
Co-Gd,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Mn,mp-1009133,MnCo,-0.025857,0.0,True,-0.077874,0.0,True,
Co-Mn,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Mn,mp-1055908,Mn,0.145445,0.145445,False,0.08316,0.08316,False,
Co-Mn,mp-1057139,Mn,0.65752,0.65752,False,0.672051,0.672051,False,
Co-Mn,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Mn,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Mn,mp-1185970,Mn3Co,-0.016073,0.0,True,0.058336,0.097273,False,LOST
Co-Mn,mp-1186063,MnCo3,0.076682,0.08961,False,0.010562,0.049499,False,
Co-Mn,mp-1191484,Mn,0.806585,0.806585,False,0.862849,0.862849,False,
Co-Mn,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Mn,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Mn,mp-2647025,Mn,0.052632,0.052632,False,0.046323,0.046323,False,
Co-Mn,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Mn,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Co-Mn,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Mn,mp-542909,Mn,0.052947,0.052947,False,0.036828,0.036828,False,
Co-Mn,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Mn,mp-8634,Mn,0.083098,0.083098,False,0.055075,0.055075,False,
Co-Mn,mp-999543,MnCo3,0.084163,0.097092,False,0.02172,0.060657,False,
Co-Ti,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Ti,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Ti,mp-1079863,TiCo3,-0.225042,0.036661,False,-0.329026,0.0,True,GAINED
Co-Ti,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Ti,mp-1191331,Ti2Co,-0.284904,0.0,True,-0.325941,0.0,True,
Co-Ti,mp-1191422,TiCo2,-0.304797,0.003179,False,-0.391639,0.0,True,GAINED
Co-Ti,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Ti,mp-1208216,TiCo4,0.727974,0.937336,False,-0.036309,0.226912,False,
Co-Ti,mp-1208254,Ti4Co,0.492608,0.66355,False,-0.032881,0.162683,False,
Co-Ti,mp-1238818,Ti,0.310308,0.310308,False,0.159687,0.159687,False,
Co-Ti,mp-1244924,Ti,0.183287,0.183287,False,0.107772,0.107772,False,
Co-Ti,mp-1245006,Ti,0.141384,0.141384,False,0.076881,0.076881,False,
Co-Ti,mp-1245164,Ti,0.138332,0.138332,False,0.088067,0.088067,False,
Co-Ti,mp-1245170,Ti,0.169614,0.169614,False,0.091791,0.091791,False,
Co-Ti,mp-1245320,Ti,0.155102,0.155102,False,0.096132,0.096132,False,
Co-Ti,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Ti,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Ti,mp-30566,Ti2Co,0.439726,0.724629,False,0.375816,0.701757,False,
Co-Ti,mp-46,Ti,0.004435,0.004435,False,0.0,0.0,True,GAINED
Co-Ti,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Ti,mp-608,TiCo3,-0.261703,0.0,True,-0.316865,0.012161,False,LOST
Co-Ti,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Ti,mp-695,TiCo2,-0.302375,0.005601,False,-0.387839,0.0038,False,
Co-Ti,mp-6985,Ti,0.061963,0.061963,False,0.008173,0.008173,False,
Co-Ti,mp-72,Ti,0.0,0.0,True,0.049027,0.049027,False,LOST
Co-Ti,mp-73,Ti,0.112036,0.112036,False,0.044312,0.044312,False,
Co-Ti,mp-823,TiCo,-0.40052,0.0,True,-0.455763,0.0,True,
Co-V,mp-1002109,VCo,-0.086133,0.098219,False,-0.076478,0.133382,False,
Co-V,mp-1017529,VCo3,-0.169152,0.003333,False,-0.217959,0.012175,False,
Co-V,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-V,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-V,mp-1095057,VCo3,-0.165672,0.006813,False,-0.230133,0.0,True,GAINED
Co-V,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-V,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-V,mp-1216400,VCo4,0.050842,0.188829,False,0.049659,0.233766,False,
Co-V,mp-1216405,VCo3,0.047773,0.220258,False,0.05726,0.287393,False,
Co-V,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-V,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Co-V,mp-1585,V3Co,-0.196219,0.0,True,-0.189588,0.0,True,
Co-V,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-V,mp-2647074,V,0.253785,0.253785,False,0.25646,0.25646,False,
Co-V,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-V,mp-542614,VCo3,-0.172485,0.0,True,-0.224879,0.005255,False,LOST
Co-V,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-V,mp-680599,VCo3,0.993776,1.166261,False,-0.196196,0.033937,False,
Co-V,mp-8632,V,0.24714,0.24714,False,0.255115,0.255115,False,
Co-Y,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Y,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.192922,0.0,True,
Co-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.131555,0.0,True,
Co-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Co-Y,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Co-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Co-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.209852,0.0,True,GAINED
Co-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.192914,8e-06,True,GAINED
Co-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.225454,0.0,True,GAINED
Co-Y,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.197864,0.044181,False,
Co-Y,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.231809,0.005725,False,LOST
Co-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.225399,5.4e-05,True,GAINED
Co-Y,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.17204,0.000622,False,
Co-Y,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.130144,0.001411,False,
Co-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.21016,0.019794,False,
Co-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.212374,0.021812,False,
Co-Y,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.242672,0.019022,False,
Co-Y,mp-865373,YCo,-0.197201,0.0,True,-0.261694,0.0,True,
Co-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Co-Zn,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Zn,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Zn,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.001415,0.001415,False,
Co-Zn,mp-1187951,ZnCo3,0.047224,0.076359,False,-0.012419,0.010595,False,
Co-Zn,mp-1187978,ZnCo,0.036646,0.094916,False,-0.003104,0.042923,False,
Co-Zn,mp-1187993,Zn3Co,-0.051971,0.035434,False,-0.068279,0.000762,False,
Co-Zn,mp-1192361,Zn11Co2,-0.09861,0.0,True,-0.077329,0.0,True,
Co-Zn,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Zn,mp-1207538,Zn17Co3,-0.08533,0.012352,False,-0.066646,0.009962,False,
Co-Zn,mp-1215431,ZnCo2,0.020071,0.058917,False,-0.011221,0.019464,False,
Co-Zn,mp-1215897,Zn53Co7,-0.089633,0.0,True,-0.070357,0.0,True,
Co-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.050654,0.050654,False,
Co-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.051379,0.051379,False,
Co-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.049276,0.049276,False,
Co-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.051876,0.051876,False,
Co-Zn,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.004172,0.004172,False,
Co-Zn,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.046178,0.046178,False,
Co-Zn,mp-30568,Zn13Co,-0.057106,0.0,True,-0.051642,0.0,True,
Co-Zn,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Zn,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Zn,mp-79,Zn,0.0,0.0,True,0.0,0.0,True,
Co-Zn,mp-971744,ZnCo3,0.046572,0.075706,False,-0.01134,0.011673,False,
Co-Zn,mp-971948,Zn3Co,-0.036882,0.050523,False,-0.057302,0.011739,False,
Co-Zn,mp-981215,Zn3Co,-0.054867,0.032537,False,-0.069041,0.0,True,GAINED
Cr-Fe,mp-1008282,Cr3Fe,0.126792,0.126792,False,0.102596,0.102596,False,
Cr-Fe,mp-1008285,Cr3Fe,0.259411,0.259411,False,0.258975,0.258975,False,
Cr-Fe,mp-1017511,Cr3Fe,0.270225,0.270225,False,0.249602,0.249602,False,
Cr-Fe,mp-1018067,CrFe3,0.063674,0.063674,False,0.037262,0.037262,False,
Cr-Fe,mp-1018081,CrFe3,0.050003,0.050003,False,0.063604,0.063604,False,
Cr-Fe,mp-1059289,Cr,0.335908,0.335908,False,0.289958,0.289958,False,
Cr-Fe,mp-1077708,Cr2Fe,0.289243,0.289243,False,0.329453,0.329453,False,
Cr-Fe,mp-1096950,Fe,0.476699,0.476699,False,0.528501,0.528501,False,
Cr-Fe,mp-1192789,Cr,0.263578,0.263578,False,0.244362,0.244362,False,
Cr-Fe,mp-1194030,Fe,0.175289,0.175289,False,0.174391,0.174391,False,
Cr-Fe,mp-1226211,CrFe,0.092834,0.092834,False,0.054973,0.054973,False,
Cr-Fe,mp-1226230,CrFe4,0.029958,0.029958,False,0.01731,0.01731,False,
Cr-Fe,mp-1245108,Fe,0.279455,0.279455,False,0.19178,0.19178,False,
Cr-Fe,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Cr-Fe,mp-1271128,Fe,0.099135,0.099135,False,0.128021,0.128021,False,
Cr-Fe,mp-1271198,Fe,0.054992,0.054992,False,0.137537,0.137537,False,
Cr-Fe,mp-13,Fe,0.0,0.0,True,0.0,0.0,True,
Cr-Fe,mp-136,Fe,0.097806,0.097806,False,0.139941,0.139941,False,
Cr-Fe,mp-150,Fe,0.148365,0.148365,False,0.135906,0.135906,False,
Cr-Fe,mp-17,Cr,0.081128,0.081128,False,0.083919,0.083919,False,
Cr-Fe,mp-568345,Fe,0.761412,0.761412,False,0.725552,0.725552,False,
Cr-Fe,mp-8633,Cr,0.402526,0.402526,False,0.374243,0.374243,False,
Cr-Fe,mp-89,Cr,0.42034,0.42034,False,0.364079,0.364079,False,
Cr-Fe,mp-90,Cr,0.0,0.0,True,0.0,0.0,True,
Cu-Fe,mp-1010136,Cu,0.035708,0.035708,False,0.035359,0.035359,False,
Cu-Fe,mp-1056079,Cu,1.982934,1.982934,False,1.958183,1.958183,False,
Cu-Fe,mp-1059259,Cu,0.142906,0.142906,False,0.152877,0.152877,False,
Cu-Fe,mp-1096950,Fe,0.476699,0.476699,False,0.528501,0.528501,False,
Cu-Fe,mp-1120774,Cu,0.159117,0.159117,False,0.13668,0.13668,False,
Cu-Fe,mp-1184260,Fe3Cu,0.180964,0.180964,False,0.166278,0.166278,False,
Cu-Fe,mp-1184311,Fe3Cu,0.132275,0.132275,False,0.152927,0.152927,False,
Cu-Fe,mp-1184444,FeCu3,0.181251,0.181251,False,0.185244,0.185244,False,
Cu-Fe,mp-1194030,Fe,0.175289,0.175289,False,0.174391,0.174391,False,
Cu-Fe,mp-1224945,FeCu,0.17183,0.17183,False,0.145412,0.145412,False,
Cu-Fe,mp-1224953,FeCu3,0.105512,0.105512,False,0.099352,0.099352,False,
Cu-Fe,mp-1224977,FeCu4,0.061599,0.061599,False,0.059745,0.059745,False,
Cu-Fe,mp-1225131,Fe3Cu,0.070401,0.070401,False,0.061408,0.061408,False,
Cu-Fe,mp-1245108,Fe,0.279455,0.279455,False,0.19178,0.19178,False,
Cu-Fe,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Cu-Fe,mp-1271128,Fe,0.099135,0.099135,False,0.128021,0.128021,False,
Cu-Fe,mp-1271198,Fe,0.054992,0.054992,False,0.137537,0.137537,False,
Cu-Fe,mp-13,Fe,0.0,0.0,True,0.0,0.0,True,
Cu-Fe,mp-136,Fe,0.097806,0.097806,False,0.139941,0.139941,False,
Cu-Fe,mp-150,Fe,0.148365,0.148365,False,0.135906,0.135906,False,
Cu-Fe,mp-30,Cu,0.0,0.0,True,0.0,0.0,True,
Cu-Fe,mp-568345,Fe,0.761412,0.761412,False,0.725552,0.725552,False,
Cu-Fe,mp-989695,Cu,0.005766,0.005766,False,0.00025,0.00025,False,
Cu-Fe,mp-989782,Cu,0.007492,0.007492,False,0.000483,0.000483,False,
Cu-Fe,mp-998890,Cu,0.03664,0.03664,False,0.035611,0.035611,False,
Cu-Gd,mp-1010136,Cu,0.035708,0.035708,False,0.035359,0.035359,False,
Cu-Gd,mp-1056079,Cu,1.982934,1.982934,False,1.958183,1.958183,False,
Cu-Gd,mp-1059259,Cu,0.142906,0.142906,False,0.152877,0.152877,False,
Cu-Gd,mp-1077933,GdCu2,-0.247795,0.0,True,1.695635,1.695635,False,LOST
Cu-Gd,mp-1120774,Cu,0.159117,0.159117,False,0.13668,0.13668,False,
Cu-Gd,mp-11421,Gd,0.0876,0.0876,False,0.069435,0.069435,False,
Cu-Gd,mp-1194708,GdCu6,-0.144101,0.0034,False,0.76945,0.76945,False,
Cu-Gd,mp-155,Gd,0.0,0.0,True,0.0,0.0,True,
Cu-Gd,mp-19981,Gd,0.030212,0.030212,False,6e-06,6e-06,True,GAINED
Cu-Gd,mp-30,Cu,0.0,0.0,True,0.0,0.0,True,
Cu-Gd,mp-570087,Gd,0.020306,0.020306,False,8e-06,8e-06,True,GAINED
Cu-Gd,mp-614455,GdCu,-0.211289,0.0,True,2.362444,2.362444,False,LOST
Cu-Gd,mp-614502,Gd,0.048381,0.048381,False,1.5e-05,1.5e-05,True,GAINED
Cu-Gd,mp-636253,GdCu5,-0.172084,0.0,True,0.870261,0.870261,False,LOST
Cu-Gd,mp-989695,Cu,0.005766,0.005766,False,0.00025,0.00025,False,
Cu-Gd,mp-989782,Cu,0.007492,0.007492,False,0.000483,0.000483,False,
Cu-Gd,mp-998890,Cu,0.03664,0.03664,False,0.035611,0.035611,False,
Cu-Ni,mp-1008728,Ni,0.09556,0.09556,False,0.088269,0.088269,False,
