chemsys,mp_id,formula,mp_form_energy,mp_e_above_hull,mp_on_hull,MatterSim_form_energy,MatterSim_e_above_hull,MatterSim_on_hull,change
Co-V-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.192914,8e-06,True,GAINED
Co-V-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.225454,0.0,True,GAINED
Co-V-Y,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-V-Y,mp-1216182,Y(VCo5)2,-0.092696,0.062901,False,-0.137429,0.079182,False,
Co-V-Y,mp-1216183,Y3VCo8,-0.135122,0.043691,False,-0.246493,0.0,True,GAINED
Co-V-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.197864,0.044181,False,
Co-V-Y,mp-1216400,VCo4,0.050842,0.188829,False,0.049659,0.233766,False,
Co-V-Y,mp-1216405,VCo3,0.047773,0.220258,False,0.05726,0.287393,False,
Co-V-Y,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-V-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.231809,0.005725,False,LOST
Co-V-Y,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Co-V-Y,mp-1585,V3Co,-0.196219,0.0,True,-0.189588,0.0,True,
Co-V-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.225399,5.4e-05,True,GAINED
Co-V-Y,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-V-Y,mp-2647074,V,0.253785,0.253785,False,0.25646,0.25646,False,
Co-V-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.17204,0.000622,False,
Co-V-Y,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-V-Y,mp-542614,VCo3,-0.172485,0.0,True,-0.224879,0.005255,False,LOST
Co-V-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.130144,0.001411,False,
Co-V-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.21016,0.019794,False,
Co-V-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.212374,0.021812,False,
Co-V-Y,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-V-Y,mp-680599,VCo3,0.993776,1.166261,False,-0.196196,0.033937,False,
Co-V-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.242672,0.019022,False,
Co-V-Y,mp-8632,V,0.24714,0.24714,False,0.255115,0.255115,False,
Co-V-Y,mp-865373,YCo,-0.197201,0.0,True,-0.261694,0.0,True,
Co-V-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Cr-Fe-Y,mp-1008282,Cr3Fe,0.126792,0.126792,False,0.102596,0.102596,False,
Cr-Fe-Y,mp-1008285,Cr3Fe,0.259411,0.259411,False,0.258975,0.258975,False,
Cr-Fe-Y,mp-1017511,Cr3Fe,0.270225,0.270225,False,0.249602,0.249602,False,
Cr-Fe-Y,mp-1018067,CrFe3,0.063674,0.063674,False,0.037262,0.037262,False,
Cr-Fe-Y,mp-1018081,CrFe3,0.050003,0.050003,False,0.063604,0.063604,False,
Cr-Fe-Y,mp-1059289,Cr,0.335908,0.335908,False,0.289958,0.289958,False,
Cr-Fe-Y,mp-1077708,Cr2Fe,0.289243,0.289243,False,0.329453,0.329453,False,
Cr-Fe-Y,mp-1096950,Fe,0.476699,0.476699,False,0.528501,0.528501,False,
Cr-Fe-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.072483,0.0,True,
Cr-Fe-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.000489,0.02503,False,
Cr-Fe-Y,mp-1104258,Y(CrFe2)4,0.004982,0.024621,False,-0.009821,0.01472,False,
Cr-Fe-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.017488,0.016094,False,
Cr-Fe-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Cr-Fe-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.053172,0.0,True,
Cr-Fe-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.069154,2e-06,True,GAINED
Cr-Fe-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.06915,6e-06,True,GAINED
Cr-Fe-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Cr-Fe-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Cr-Fe-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.072139,0.000344,False,
Cr-Fe-Y,mp-1192789,Cr,0.263578,0.263578,False,0.244362,0.244362,False,
Cr-Fe-Y,mp-1194030,Fe,0.175289,0.175289,False,0.174391,0.174391,False,
Cr-Fe-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.016346,0.017237,False,
Cr-Fe-Y,mp-1207800,Y2Cr2Fe15,0.011564,0.038438,False,-0.005148,0.028435,False,
Cr-Fe-Y,mp-1216029,YCrFe11,-0.01447,0.005168,False,0.001168,0.025709,False,
Cr-Fe-Y,mp-1216062,YCr5Fe7,0.02781,0.047449,False,0.012575,0.037116,False,
Cr-Fe-Y,mp-1216159,Y(CrFe5)2,0.006,0.025638,False,0.009057,0.033598,False,
Cr-Fe-Y,mp-1216176,Y(CrFe3)3,0.003451,0.02309,False,-0.002635,0.021906,False,
Cr-Fe-Y,mp-1226211,CrFe,0.092834,0.092834,False,0.054973,0.054973,False,
Cr-Fe-Y,mp-1226230,CrFe4,0.029958,0.029958,False,0.01731,0.01731,False,
Cr-Fe-Y,mp-1245108,Fe,0.279455,0.279455,False,0.19178,0.19178,False,
Cr-Fe-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Cr-Fe-Y,mp-1271128,Fe,0.099135,0.099135,False,0.128021,0.128021,False,
Cr-Fe-Y,mp-1271198,Fe,0.054992,0.054992,False,0.137537,0.137537,False,
Cr-Fe-Y,mp-13,Fe,0.0,0.0,True,0.0,0.0,True,
Cr-Fe-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.009327,0.020582,False,
Cr-Fe-Y,mp-136,Fe,0.097806,0.097806,False,0.139941,0.139941,False,
Cr-Fe-Y,mp-150,Fe,0.148365,0.148365,False,0.135906,0.135906,False,
Cr-Fe-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.069156,0.0,True,
Cr-Fe-Y,mp-17,Cr,0.081128,0.081128,False,0.083919,0.083919,False,
Cr-Fe-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.065627,0.0,True,GAINED
Cr-Fe-Y,mp-568345,Fe,0.761412,0.761412,False,0.725552,0.725552,False,
Cr-Fe-Y,mp-8633,Cr,0.402526,0.402526,False,0.374243,0.374243,False,
Cr-Fe-Y,mp-89,Cr,0.42034,0.42034,False,0.364079,0.364079,False,
Cr-Fe-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Cr-Fe-Y,mp-90,Cr,0.0,0.0,True,0.0,0.0,True,
Cu-Fe-Y,mp-1010136,Cu,0.035708,0.035708,False,0.035359,0.035359,False,
Cu-Fe-Y,mp-1056079,Cu,1.982934,1.982934,False,1.958183,1.958183,False,
Cu-Fe-Y,mp-1059259,Cu,0.142906,0.142906,False,0.152877,0.152877,False,
Cu-Fe-Y,mp-1077241,YCu2,-0.154954,0.106105,False,-0.27975,0.0,True,GAINED
Cu-Fe-Y,mp-1080443,YCu,-0.258562,0.0,True,-0.273073,0.0,True,
Cu-Fe-Y,mp-1096950,Fe,0.476699,0.476699,False,0.528501,0.528501,False,
Cu-Fe-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.072483,0.0,True,
Cu-Fe-Y,mp-1102436,YCu2,-0.187613,0.073446,False,-0.269483,0.010267,False,
Cu-Fe-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.000489,0.02503,False,
Cu-Fe-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.017488,0.016094,False,
Cu-Fe-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Cu-Fe-Y,mp-1120774,Cu,0.159117,0.159117,False,0.13668,0.13668,False,
Cu-Fe-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.053172,0.0,True,
Cu-Fe-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.069154,2e-06,True,GAINED
Cu-Fe-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.06915,6e-06,True,GAINED
Cu-Fe-Y,mp-1184260,Fe3Cu,0.180964,0.180964,False,0.166278,0.166278,False,
Cu-Fe-Y,mp-1184311,Fe3Cu,0.132275,0.132275,False,0.152927,0.152927,False,
Cu-Fe-Y,mp-1184444,FeCu3,0.181251,0.181251,False,0.185244,0.185244,False,
Cu-Fe-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Cu-Fe-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Cu-Fe-Y,mp-1190402,Y2Cu3,0.346416,0.606476,False,-0.120119,0.15696,False,
Cu-Fe-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.072139,0.000344,False,
Cu-Fe-Y,mp-1194030,Fe,0.175289,0.175289,False,0.174391,0.174391,False,
Cu-Fe-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.016346,0.017237,False,
Cu-Fe-Y,mp-1215980,YFeCu,-0.037498,0.135159,False,-0.115237,0.072391,False,
Cu-Fe-Y,mp-1224945,FeCu,0.17183,0.17183,False,0.145412,0.145412,False,
Cu-Fe-Y,mp-1224953,FeCu3,0.105512,0.105512,False,0.099352,0.099352,False,
Cu-Fe-Y,mp-1224977,FeCu4,0.061599,0.061599,False,0.059745,0.059745,False,
Cu-Fe-Y,mp-1225131,Fe3Cu,0.070401,0.070401,False,0.061408,0.061408,False,
Cu-Fe-Y,mp-1245108,Fe,0.279455,0.279455,False,0.19178,0.19178,False,
Cu-Fe-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Cu-Fe-Y,mp-1271128,Fe,0.099135,0.099135,False,0.128021,0.128021,False,
Cu-Fe-Y,mp-1271198,Fe,0.054992,0.054992,False,0.137537,0.137537,False,
Cu-Fe-Y,mp-13,Fe,0.0,0.0,True,0.0,0.0,True,
Cu-Fe-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.009327,0.020582,False,
Cu-Fe-Y,mp-136,Fe,0.097806,0.097806,False,0.139941,0.139941,False,
Cu-Fe-Y,mp-150,Fe,0.148365,0.148365,False,0.135906,0.135906,False,
Cu-Fe-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.069156,0.0,True,
Cu-Fe-Y,mp-2698,YCu2,-0.261059,0.0,True,-0.266849,0.012901,False,LOST
Cu-Fe-Y,mp-2797,YCu5,-0.190248,0.0,True,-0.184158,0.0,True,
Cu-Fe-Y,mp-30,Cu,0.0,0.0,True,0.0,0.0,True,
Cu-Fe-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.065627,0.0,True,GAINED
Cu-Fe-Y,mp-568345,Fe,0.761412,0.761412,False,0.725552,0.725552,False,
Cu-Fe-Y,mp-712,YCu,-0.244927,0.013635,False,-0.241812,0.031262,False,
Cu-Fe-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Cu-Fe-Y,mp-989695,Cu,0.005766,0.005766,False,0.00025,0.00025,False,
Cu-Fe-Y,mp-989782,Cu,0.007492,0.007492,False,0.000483,0.000483,False,
Cu-Fe-Y,mp-998890,Cu,0.03664,0.03664,False,0.035611,0.035611,False,
Fe-Mn-Y,mp-1009134,MnFe,0.092559,0.092559,False,0.092192,0.092192,False,
Fe-Mn-Y,mp-1055908,Mn,0.145445,0.145445,False,0.08316,0.08316,False,
Fe-Mn-Y,mp-1057139,Mn,0.65752,0.65752,False,0.672051,0.672051,False,
Fe-Mn-Y,mp-1062072,YMn2,0.751583,0.752599,False,0.669363,0.669363,False,
Fe-Mn-Y,mp-1096950,Fe,0.476699,0.476699,False,0.528501,0.528501,False,
Fe-Mn-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.072483,0.0,True,
Fe-Mn-Y,mp-1103127,YMn2,0.104739,0.105755,False,0.120578,0.120578,False,
Fe-Mn-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.000489,0.02503,False,
Fe-Mn-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.017488,0.016094,False,
Fe-Mn-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Fe-Mn-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.053172,0.0,True,
Fe-Mn-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.069154,2e-06,True,GAINED
Fe-Mn-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.06915,6e-06,True,GAINED
Fe-Mn-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Fe-Mn-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Fe-Mn-Y,mp-1191484,Mn,0.806585,0.806585,False,0.862849,0.862849,False,
Fe-Mn-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.072139,0.000344,False,
Fe-Mn-Y,mp-1193646,Y6Mn14Fe9,0.069606,0.099407,False,0.033197,0.065391,False,
Fe-Mn-Y,mp-1194030,Fe,0.175289,0.175289,False,0.174391,0.174391,False,
Fe-Mn-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.016346,0.017237,False,
Fe-Mn-Y,mp-1215943,YMnFe,0.050419,0.082146,False,0.024926,0.059504,False,
Fe-Mn-Y,mp-1216095,Y2Mn3Fe,0.108613,0.124984,False,0.075579,0.092868,False,
Fe-Mn-Y,mp-1221628,MnFe3,0.065649,0.065649,False,0.138688,0.138688,False,
Fe-Mn-Y,mp-1221635,MnFe4,0.035551,0.035551,False,0.038045,0.038045,False,
Fe-Mn-Y,mp-1221991,Mn7Fe3,0.087501,0.087501,False,0.083913,0.083913,False,
Fe-Mn-Y,mp-1245108,Fe,0.279455,0.279455,False,0.19178,0.19178,False,
Fe-Mn-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-Mn-Y,mp-1271128,Fe,0.099135,0.099135,False,0.128021,0.128021,False,
Fe-Mn-Y,mp-1271198,Fe,0.054992,0.054992,False,0.137537,0.137537,False,
Fe-Mn-Y,mp-13,Fe,0.0,0.0,True,0.0,0.0,True,
Fe-Mn-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.009327,0.020582,False,
Fe-Mn-Y,mp-1355,Y6Mn23,0.096445,0.097653,False,0.036579,0.036579,False,
Fe-Mn-Y,mp-136,Fe,0.097806,0.097806,False,0.139941,0.139941,False,
Fe-Mn-Y,mp-150,Fe,0.148365,0.148365,False,0.135906,0.135906,False,
Fe-Mn-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.069156,0.0,True,
Fe-Mn-Y,mp-22508,YMn12,-0.001407,0.0,True,0.004868,0.004868,False,LOST
Fe-Mn-Y,mp-2647025,Mn,0.052632,0.052632,False,0.046323,0.046323,False,
Fe-Mn-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.065627,0.0,True,GAINED
Fe-Mn-Y,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Fe-Mn-Y,mp-542909,Mn,0.052947,0.052947,False,0.036828,0.036828,False,
Fe-Mn-Y,mp-558,YMn2,0.160752,0.161768,False,0.126705,0.126705,False,
Fe-Mn-Y,mp-568345,Fe,0.761412,0.761412,False,0.725552,0.725552,False,
Fe-Mn-Y,mp-8634,Mn,0.083098,0.083098,False,0.055075,0.055075,False,
Fe-Mn-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Fe-Mn-Y,mp-982188,Y(Mn2Fe)4,0.086044,0.105242,False,0.027307,0.051727,False,
Fe-Mn-Y,mp-999542,MnFe3,0.051221,0.051221,False,0.053131,0.053131,False,
Fe-Mn-Y,mp-999545,Mn3Fe,0.118937,0.118937,False,0.073473,0.073473,False,
Fe-V-Y,mp-1079399,V3Fe,-0.171137,0.0,True,-0.111992,0.010009,False,LOST
Fe-V-Y,mp-1096950,Fe,0.476699,0.476699,False,0.528501,0.528501,False,
Fe-V-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.072483,0.0,True,
Fe-V-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.000489,0.02503,False,
Fe-V-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.017488,0.016094,False,
Fe-V-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Fe-V-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.053172,0.0,True,
Fe-V-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.069154,2e-06,True,GAINED
Fe-V-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.06915,6e-06,True,GAINED
Fe-V-Y,mp-1187697,V3Fe,-0.139896,0.031241,False,-0.122001,0.0,True,GAINED
Fe-V-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Fe-V-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Fe-V-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.072139,0.000344,False,
Fe-V-Y,mp-1194030,Fe,0.175289,0.175289,False,0.174391,0.174391,False,
Fe-V-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.016346,0.017237,False,
Fe-V-Y,mp-1215844,YVFe11,-0.056628,0.002489,False,-0.036783,0.00827,False,
Fe-V-Y,mp-1216170,Y(VFe5)2,-0.06966,0.028497,False,-0.05036,0.015084,False,
Fe-V-Y,mp-1216329,VFe4,-0.043636,0.059009,False,-0.015451,0.03788,False,
Fe-V-Y,mp-1216347,VFe,-0.103579,0.046142,False,-0.072045,0.040086,False,
Fe-V-Y,mp-1216352,VFe3,-0.055534,0.072773,False,-0.019645,0.047019,False,
Fe-V-Y,mp-1245108,Fe,0.279455,0.279455,False,0.19178,0.19178,False,
Fe-V-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-V-Y,mp-1271128,Fe,0.099135,0.099135,False,0.128021,0.128021,False,
Fe-V-Y,mp-1271198,Fe,0.054992,0.054992,False,0.137537,0.137537,False,
Fe-V-Y,mp-13,Fe,0.0,0.0,True,0.0,0.0,True,
Fe-V-Y,mp-1335,VFe,-0.127012,0.02271,False,-0.112131,0.0,True,GAINED
Fe-V-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.009327,0.020582,False,
Fe-V-Y,mp-136,Fe,0.097806,0.097806,False,0.139941,0.139941,False,
Fe-V-Y,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Fe-V-Y,mp-150,Fe,0.148365,0.148365,False,0.135906,0.135906,False,
Fe-V-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.069156,0.0,True,
Fe-V-Y,mp-2647074,V,0.253785,0.253785,False,0.25646,0.25646,False,
Fe-V-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.065627,0.0,True,GAINED
Fe-V-Y,mp-568345,Fe,0.761412,0.761412,False,0.725552,0.725552,False,
Fe-V-Y,mp-8632,V,0.24714,0.24714,False,0.255115,0.255115,False,
Fe-V-Y,mp-866134,VFe3,-0.128307,0.0,True,-0.066664,0.0,True,
Fe-V-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
